名前,月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
上野香織,12,NECレッドロケッツ,15,6,20,8,1,40.0,35.0,4,2,1,3,14,0,4,0,1,0,0,50.0,1.3,0.5,-7.1,0.0
下平夏奈,01,東レアローズ,12,6,0,0,0,,,0,0,0,0,6,0,1,2,0,0,0,,0.0,0.0,4.2,
下平夏奈,02,東レアローズ,12,8,0,0,0,,,0,0,0,0,8,0,0,0,0,0,0,,0.0,0.0,0.0,
下平夏奈,11,東レアローズ,12,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,,0.0,0.0,25.0,
下平夏奈,12,東レアローズ,12,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
中大路絢野,01,久光製薬スプリングス,24,5,4,3,0,75.0,75.0,0,0,0,0,18,0,0,4,0,0,0,,0.6,0.0,5.6,
中大路絢野,02,久光製薬スプリングス,24,5,1,0,0,0.0,0.0,0,0,0,0,19,0,2,10,1,0,0,,0.0,0.0,10.5,0.0
中大路絢野,11,久光製薬スプリングス,24,2,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
中大路絢野,12,久光製薬スプリングス,24,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
中村かおり,01,トヨタ車体クインシーズ,3,14,0,0,0,,,0,0,0,0,0,0,0,0,51,41,0,,0.0,0.0,,80.4
中村かおり,02,トヨタ車体クインシーズ,3,13,0,0,0,,,0,0,0,0,22,1,4,4,23,17,0,,0.0,0.0,4.5,73.9
中村かおり,11,トヨタ車体クインシーズ,3,18,0,0,0,,,0,0,0,0,0,0,0,0,63,44,0,,0.0,0.0,,69.8
中村かおり,12,トヨタ車体クインシーズ,3,8,0,0,0,,,0,0,0,0,0,0,0,0,24,17,0,,0.0,0.0,,70.8
中道瞳,01,東レアローズ,1,12,1,1,0,100.0,100.0,0,0,0,1,21,0,0,3,0,0,0,,0.1,0.1,3.6,
中道瞳,02,東レアローズ,1,26,7,1,0,14.3,14.3,0,0,0,0,86,1,4,19,2,0,0,,0.0,0.0,5.5,0.0
中道瞳,11,東レアローズ,1,18,3,1,0,33.3,33.3,0,0,0,0,44,0,1,11,0,0,0,,0.1,0.0,5.7,
中道瞳,12,東レアローズ,1,7,2,2,0,100.0,100.0,0,0,0,0,20,0,1,2,0,0,0,,0.3,0.0,1.2,
丸元美緒,12,デンソーエアリービーズ,18,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
丸山亜季,01,岡山シーガルズ,20,27,0,0,0,,,0,0,0,0,0,0,0,0,83,57,0,,0.0,0.0,,68.7
丸山亜季,02,岡山シーガルズ,20,26,0,0,0,,,0,0,0,0,0,0,0,0,92,66,0,,0.0,0.0,,71.7
丸山亜季,11,岡山シーガルズ,20,18,0,0,0,,,0,0,0,0,0,0,0,0,75,51,0,,0.0,0.0,,68.0
丸山亜季,12,岡山シーガルズ,20,6,0,0,0,,,0,0,0,0,0,0,0,0,20,14,0,,0.0,0.0,,70.0
丸山裕子,01,埼玉上尾メディックス,20,25,124,40,11,32.3,23.4,2,1,0,19,71,2,2,18,6,3,0,50.0,1.6,0.8,8.5,50.0
丸山裕子,02,埼玉上尾メディックス,20,24,91,37,3,40.7,37.4,0,0,0,17,62,0,3,15,4,3,0,,1.5,0.7,4.8,75.0
丸山裕子,11,埼玉上尾メディックス,20,16,56,17,3,30.4,25.0,0,0,0,8,44,0,7,12,1,0,0,,1.1,0.5,2.8,0.0
丸山裕子,12,埼玉上尾メディックス,20,9,36,13,1,36.1,33.3,0,0,0,5,18,0,2,4,2,2,0,,1.4,0.6,2.8,100.0
二見梓,01,東レアローズ,10,21,64,15,5,23.4,15.6,0,0,0,6,58,1,10,24,10,6,0,,0.7,0.3,7.8,60.0
二見梓,02,東レアローズ,10,16,55,25,1,45.5,43.6,0,0,0,2,34,0,3,5,5,2,0,,1.6,0.1,1.5,40.0
二見梓,11,東レアローズ,10,20,68,27,1,39.7,38.2,0,0,0,10,58,0,5,16,3,0,0,,1.4,0.5,4.7,0.0
二見梓,12,東レアローズ,10,9,24,15,1,62.5,58.3,0,0,0,5,36,0,2,6,3,3,0,,1.7,0.6,2.8,100.0
井上奈々朱,01,日立リヴァーレ,3,12,19,10,1,52.6,47.4,0,0,0,2,29,3,6,11,3,2,0,,0.8,0.2,14.7,66.7
井上奈々朱,02,日立リヴァーレ,3,18,55,29,4,52.7,45.5,0,0,0,9,46,1,11,11,1,0,0,,1.6,0.5,2.2,0.0
井上奈々朱,11,日立リヴァーレ,3,4,7,3,1,42.9,28.6,0,0,0,2,5,0,1,0,1,0,0,,0.8,0.5,-5.0,0.0
井上奈々朱,12,日立リヴァーレ,3,6,15,8,1,53.3,46.7,0,0,0,5,16,0,3,5,0,0,0,,1.3,0.8,3.1,
井上香織,01,デンソーエアリービーズ,8,27,82,29,3,35.4,31.7,0,0,0,16,70,0,10,9,4,4,0,,1.1,0.6,-0.4,100.0
井上香織,02,デンソーエアリービーズ,8,27,102,40,6,39.2,33.3,0,0,0,15,77,1,7,10,13,8,0,,1.5,0.6,2.3,61.5
井上香織,11,デンソーエアリービーズ,8,18,63,16,2,25.4,22.2,0,0,0,9,33,0,3,8,3,3,0,,0.9,0.5,3.8,100.0
井上香織,12,デンソーエアリービーズ,8,8,16,4,1,25.0,18.8,0,0,0,3,20,0,3,1,0,0,0,,0.5,0.4,-2.5,
今野加奈子,01,岡山シーガルズ,3,8,24,7,1,29.2,25.0,1,0,0,0,17,0,2,6,18,4,0,0.0,0.9,0.0,5.9,22.2
今野加奈子,02,岡山シーガルズ,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
今野加奈子,11,岡山シーガルズ,3,5,5,2,0,40.0,40.0,0,0,0,0,1,0,0,0,3,0,0,,0.4,0.0,0.0,0.0
今野加奈子,12,岡山シーガルズ,3,2,29,7,0,24.1,24.1,0,0,0,1,7,0,1,2,15,6,0,,3.5,0.5,3.6,40.0
伊藤望,01,東レアローズ,15,26,149,54,8,36.2,30.9,0,0,0,8,91,4,6,39,2,2,0,,2.1,0.3,13.5,100.0
伊藤望,02,東レアローズ,15,26,160,70,6,43.8,40.0,0,0,0,6,86,3,6,23,1,1,0,,2.7,0.2,8.4,100.0
伊藤望,11,東レアローズ,15,19,95,32,8,33.7,25.3,0,0,0,4,57,1,6,21,1,1,0,,1.7,0.2,8.3,100.0
伊藤望,12,東レアローズ,15,9,36,14,2,38.9,33.3,0,0,0,4,26,0,3,6,1,1,0,,1.6,0.4,2.9,100.0
伊関悠,01,日立リヴァーレ,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
伊関悠,02,日立リヴァーレ,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐々木美麗,01,日立リヴァーレ,14,26,267,73,18,27.3,20.6,28,5,2,7,87,2,13,29,124,79,0,17.9,2.8,0.3,6.9,63.7
佐々木美麗,02,日立リヴァーレ,14,15,166,52,13,31.3,23.5,28,9,4,5,51,1,8,11,36,26,0,32.1,3.5,0.3,3.4,72.2
佐々木美麗,11,日立リヴァーレ,14,18,185,63,12,34.1,27.6,25,7,2,2,51,0,6,19,71,41,0,28.0,3.5,0.1,6.4,57.7
佐々木美麗,12,日立リヴァーレ,14,10,128,43,7,33.6,28.1,26,9,2,1,34,1,2,10,33,17,0,34.6,4.3,0.1,8.8,51.5
佐々木萌,01,岡山シーガルズ,7,27,326,90,10,27.6,24.5,4,0,0,7,89,1,2,22,202,108,0,0.0,3.3,0.3,6.7,53.5
佐々木萌,02,岡山シーガルズ,7,26,337,115,8,34.1,31.8,3,0,0,5,94,2,1,24,183,120,0,0.0,4.4,0.2,8.2,65.6
佐々木萌,11,岡山シーガルズ,7,18,229,60,11,26.2,21.4,6,1,1,6,70,4,1,15,95,68,0,16.7,3.3,0.3,10.7,71.6
佐々木萌,12,岡山シーガルズ,7,5,50,11,3,22.0,16.0,0,0,0,1,10,0,0,2,30,23,0,,2.2,0.2,5.0,76.7
佐川奈美,01,NECレッドロケッツ,18,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
佐川奈美,02,NECレッドロケッツ,18,22,91,30,5,33.0,27.5,0,0,0,2,59,1,6,19,11,9,0,,1.4,0.1,7.2,81.8
佐川奈美,11,NECレッドロケッツ,18,16,33,14,1,42.4,39.4,0,0,0,2,17,0,2,3,0,0,0,,0.9,0.1,1.5,
佐川奈美,12,NECレッドロケッツ,18,7,2,1,0,50.0,50.0,0,0,0,0,1,0,1,0,0,0,0,,0.1,0.0,-25.0,
佐藤あり紗,01,日立リヴァーレ,5,22,0,0,0,,,0,0,0,0,0,0,0,0,95,60,0,,0.0,0.0,,63.2
佐藤あり紗,02,日立リヴァーレ,5,24,0,0,0,,,0,0,0,0,0,0,0,0,92,64,0,,0.0,0.0,,69.6
佐藤あり紗,11,日立リヴァーレ,5,19,0,0,0,,,0,0,0,0,0,0,0,0,102,71,0,,0.0,0.0,,69.6
佐藤あり紗,12,日立リヴァーレ,5,10,0,0,0,,,0,0,0,0,0,0,0,0,54,36,0,,0.0,0.0,,66.7
佐藤澪,01,トヨタ車体クインシーズ,15,23,0,0,0,,,0,0,0,0,0,0,0,0,84,55,0,,0.0,0.0,,65.5
佐藤澪,02,トヨタ車体クインシーズ,15,26,0,0,0,,,0,0,0,0,0,0,0,0,78,48,0,,0.0,0.0,,61.5
佐藤澪,11,トヨタ車体クインシーズ,15,3,0,0,0,,,0,0,0,0,0,0,0,0,9,2,0,,0.0,0.0,,22.2
佐藤美弥,01,日立リヴァーレ,8,30,16,7,0,43.8,43.8,0,0,0,9,87,6,4,18,0,0,0,,0.2,0.3,10.9,
佐藤美弥,02,日立リヴァーレ,8,21,13,8,0,61.5,61.5,0,0,0,6,75,2,2,26,0,0,0,,0.4,0.3,10.7,
佐藤美弥,11,日立リヴァーレ,8,19,8,1,0,12.5,12.5,0,0,0,2,62,1,8,15,0,0,0,,0.1,0.1,4.4,
佐藤美弥,12,日立リヴァーレ,8,10,5,4,0,80.0,80.0,0,0,0,6,31,1,2,7,0,0,0,,0.4,0.6,7.3,
佐野優子,01,デンソーエアリービーズ,10,27,0,0,0,,,0,0,0,0,0,0,0,0,128,88,0,,0.0,0.0,,68.8
佐野優子,02,デンソーエアリービーズ,10,27,0,0,0,,,0,0,0,0,0,0,0,0,112,78,0,,0.0,0.0,,69.6
佐野優子,11,デンソーエアリービーズ,10,18,0,0,0,,,0,0,0,0,0,0,0,0,75,47,0,,0.0,0.0,,62.7
佐野優子,12,デンソーエアリービーズ,10,8,0,0,0,,,0,0,0,0,0,0,0,0,41,35,0,,0.0,0.0,,85.4
八幡美樹,01,NECレッドロケッツ,1,1,3,1,0,33.3,33.3,0,0,0,0,2,0,0,1,0,0,0,,1.0,0.0,12.5,
八幡美樹,02,NECレッドロケッツ,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
八幡美樹,11,NECレッドロケッツ,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
八幡美樹,12,NECレッドロケッツ,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
内瀬戸真実,01,日立リヴァーレ,10,25,185,58,7,31.4,27.6,19,4,0,3,80,0,5,26,119,76,0,21.1,2.3,0.1,6.6,63.9
内瀬戸真実,02,日立リヴァーレ,10,21,196,63,5,32.1,29.6,21,2,1,5,73,2,10,25,120,88,0,9.5,3.0,0.2,7.9,73.3
内瀬戸真実,11,日立リヴァーレ,10,11,70,19,2,27.1,24.3,6,1,0,2,34,2,2,9,56,39,0,16.7,1.7,0.2,11.0,69.6
内瀬戸真実,12,日立リヴァーレ,10,6,29,15,1,51.7,48.3,2,2,0,3,21,0,0,4,30,17,0,100.0,2.5,0.5,4.8,56.7
冨永こよみ,01,埼玉上尾メディックス,24,23,0,0,0,,,0,0,0,2,24,2,2,10,0,0,0,,0.0,0.1,16.7,
冨永こよみ,02,埼玉上尾メディックス,24,23,8,3,0,37.5,37.5,0,0,0,5,56,3,4,19,0,0,0,,0.1,0.2,12.1,
冨永こよみ,11,埼玉上尾メディックス,24,14,5,3,0,60.0,60.0,0,0,0,3,13,0,1,6,0,0,0,,0.2,0.2,9.6,
冨永こよみ,12,埼玉上尾メディックス,24,7,3,0,0,0.0,0.0,0,0,0,2,16,1,1,3,0,0,0,,0.0,0.3,9.4,
南波美紅,01,久光製薬スプリングス,17,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
南波美紅,02,久光製薬スプリングス,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
南波美紅,11,久光製薬スプリングス,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
卜部里菜,01,岡山シーガルズ,22,15,47,20,2,42.6,38.3,1,0,0,2,33,1,0,12,38,18,0,0.0,1.3,0.1,12.1,47.4
卜部里菜,02,岡山シーガルズ,22,2,0,0,0,,,0,0,0,0,3,0,0,2,0,0,0,,0.0,0.0,16.7,
卜部里菜,11,岡山シーガルズ,22,9,10,3,0,30.0,30.0,0,0,0,0,18,0,0,5,14,9,0,,0.3,0.0,6.9,64.3
卜部里菜,12,岡山シーガルズ,22,4,2,2,0,100.0,100.0,0,0,0,0,3,0,0,0,2,1,0,,0.5,0.0,0.0,50.0
古藤千鶴,01,久光製薬スプリングス,2,23,12,5,0,41.7,41.7,0,0,0,2,98,1,3,38,0,0,0,,0.2,0.1,9.9,
古藤千鶴,02,久光製薬スプリングス,2,22,13,6,0,46.2,46.2,0,0,0,3,90,0,0,32,0,0,0,,0.3,0.1,8.9,
古藤千鶴,11,久光製薬スプリングス,2,21,6,2,0,33.3,33.3,0,0,0,3,84,0,2,30,1,0,0,,0.1,0.1,8.3,0.0
古藤千鶴,12,久光製薬スプリングス,2,8,4,4,0,100.0,100.0,0,0,0,0,23,0,0,9,0,0,0,,0.5,0.0,9.8,
古賀紗理那,02,NECレッドロケッツ,21,5,21,7,0,33.3,33.3,1,0,0,2,7,0,0,5,24,17,0,0.0,1.4,0.4,17.9,70.8
吉丸夏菜枝,02,久光製薬スプリングス,16,3,0,0,0,,,0,0,0,0,4,0,1,1,0,0,0,,0.0,0.0,0.0,
吉村志穂,01,埼玉上尾メディックス,3,9,76,32,3,42.1,38.2,8,1,1,2,28,1,6,7,79,57,0,12.5,3.6,0.2,4.5,72.2
吉村志穂,11,埼玉上尾メディックス,3,18,160,53,10,33.1,26.9,13,3,1,3,57,2,14,17,137,90,0,23.1,2.9,0.2,4.8,65.7
吉村志穂,12,埼玉上尾メディックス,3,9,60,21,4,35.0,28.3,8,1,1,3,30,0,6,5,52,37,0,12.5,2.3,0.3,-0.8,71.2
吉田みなみ,01,岡山シーガルズ,1,3,5,1,0,20.0,20.0,0,0,0,0,2,0,0,1,2,1,0,,0.3,0.0,12.5,50.0
吉田みなみ,02,岡山シーガルズ,1,9,0,0,0,,,0,0,0,0,8,0,0,3,6,2,0,,0.0,0.0,9.4,33.3
吉田みなみ,11,岡山シーガルズ,1,3,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,,0.0,0.0,,0.0
吉田みなみ,12,岡山シーガルズ,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
和田麻里江,01,日立リヴァーレ,2,25,81,24,3,29.6,25.9,0,0,0,8,87,1,4,24,6,4,0,,1.0,0.3,6.9,66.7
和田麻里江,02,日立リヴァーレ,2,10,32,11,2,34.4,28.1,0,0,0,4,28,1,2,8,0,0,0,,1.1,0.4,8.9,
和田麻里江,11,日立リヴァーレ,2,17,62,25,2,40.3,37.1,0,0,0,9,58,1,4,16,5,3,0,,1.5,0.5,6.9,60.0
和田麻里江,12,日立リヴァーレ,2,6,17,5,1,29.4,23.5,0,0,0,4,16,1,2,4,0,0,0,,0.8,0.7,9.4,
土田望未,01,埼玉上尾メディックス,1,27,11,5,0,45.5,45.5,1,0,0,2,94,2,4,32,0,0,0,0.0,0.2,0.1,9.6,
土田望未,02,埼玉上尾メディックス,1,17,5,1,0,20.0,20.0,0,0,0,1,52,2,3,17,2,0,0,,0.1,0.1,10.6,0.0
土田望未,11,埼玉上尾メディックス,1,17,6,2,0,33.3,33.3,0,0,0,1,52,1,4,15,0,0,0,,0.1,0.1,7.2,
土田望未,12,埼玉上尾メディックス,1,6,1,1,0,100.0,100.0,1,1,0,0,20,2,2,6,0,0,0,100.0,0.2,0.0,15.0,
坂本奈々香,02,デンソーエアリービーズ,3,2,5,3,1,60.0,40.0,0,0,0,0,4,0,0,3,0,0,0,,1.5,0.0,18.8,
堀川真理,01,東レアローズ,9,8,15,5,1,33.3,26.7,0,0,0,1,2,0,1,1,0,0,0,,0.6,0.1,0.0,
堀川真理,02,東レアローズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
堀川真理,11,東レアローズ,9,11,28,10,1,35.7,32.1,0,0,0,1,1,0,0,0,1,1,0,,0.9,0.1,0.0,100.0
堀川真理,12,東レアローズ,9,5,43,13,4,30.2,20.9,10,3,1,1,8,0,0,3,3,3,0,30.0,2.6,0.2,9.4,100.0
堀江彩,01,デンソーエアリービーズ,16,22,0,0,0,,,0,0,0,0,32,1,3,13,0,0,0,,0.0,0.0,10.9,
堀江彩,02,デンソーエアリービーズ,16,6,0,0,0,,,0,0,0,0,8,0,1,3,0,0,0,,0.0,0.0,6.2,
堀江彩,11,デンソーエアリービーズ,16,7,0,0,0,,,0,0,0,0,11,0,1,4,0,0,0,,0.0,0.0,6.8,
堀江彩,12,デンソーエアリービーズ,16,6,0,0,0,,,0,0,0,0,11,1,1,2,0,0,0,,0.0,0.0,11.4,
大内志織,02,埼玉上尾メディックス,13,2,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
大内志織,11,埼玉上尾メディックス,13,2,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,,0.0,0.0,12.5,
大升知春,01,岡山シーガルズ,25,3,8,2,1,25.0,12.5,0,0,0,0,1,0,0,1,1,1,0,,0.7,0.0,25.0,100.0
大室璃紗,01,埼玉上尾メディックス,23,8,0,0,0,,,0,0,0,0,6,1,1,0,26,18,0,,0.0,0.0,12.5,69.2
大室璃紗,02,埼玉上尾メディックス,23,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大宮里美,01,デンソーエアリービーズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大宮里美,02,デンソーエアリービーズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大宮里美,11,デンソーエアリービーズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大竹里歩,01,デンソーエアリービーズ,12,27,159,65,7,40.9,36.5,1,0,0,13,71,0,3,22,3,1,0,0.0,2.4,0.5,6.7,33.3
大竹里歩,02,デンソーエアリービーズ,12,26,148,46,6,31.1,27.0,0,0,0,16,76,3,6,24,1,1,0,,1.8,0.6,9.9,100.0
大竹里歩,11,デンソーエアリービーズ,12,16,102,37,6,36.3,30.4,2,1,0,9,46,0,6,11,0,0,0,50.0,2.3,0.6,2.7,
大竹里歩,12,デンソーエアリービーズ,12,8,39,20,1,51.3,48.7,0,0,0,4,22,1,2,5,3,1,0,,2.5,0.5,8.0,33.3
大野果奈,11,NECレッドロケッツ,12,19,84,29,7,34.5,26.2,18,6,6,5,57,1,4,18,2,2,0,33.3,1.5,0.3,7.9,100.0
大野果奈,12,NECレッドロケッツ,12,8,37,15,2,40.5,35.1,7,0,0,2,21,1,2,5,0,0,0,0.0,1.9,0.2,8.3,
大野果歩,01,東レアローズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大野果歩,11,東レアローズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
宇賀神みずき,01,岡山シーガルズ,5,6,0,0,0,,,0,0,0,0,7,0,1,1,0,0,0,,0.0,0.0,0.0,
宇賀神みずき,02,岡山シーガルズ,5,3,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,,0.0,0.0,12.5,
宮下遥,01,岡山シーガルズ,14,27,11,4,1,36.4,27.3,1,0,0,5,79,0,3,22,1,0,0,0.0,0.1,0.2,6.0,0.0
宮下遥,02,岡山シーガルズ,14,26,9,5,0,55.6,55.6,1,1,0,7,117,1,5,34,0,0,0,100.0,0.2,0.3,7.1,
宮下遥,11,岡山シーガルズ,14,18,16,8,0,50.0,50.0,0,0,0,5,81,1,2,31,4,2,0,,0.4,0.3,10.2,50.0
宮下遥,12,岡山シーガルズ,14,6,3,3,0,100.0,100.0,0,0,0,3,23,0,1,9,0,0,0,,0.5,0.5,8.7,
家高七央子,01,NECレッドロケッツ,17,11,28,12,2,42.9,35.7,0,0,0,1,8,0,2,4,3,2,0,,1.1,0.1,6.2,66.7
家高七央子,02,NECレッドロケッツ,17,5,14,5,3,35.7,14.3,0,0,0,2,11,1,0,5,0,0,0,,1.0,0.4,20.5,
小山綾菜,01,NECレッドロケッツ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小平花織,01,東レアローズ,5,26,0,0,0,,,0,0,0,0,0,0,0,0,124,95,0,,0.0,0.0,,76.6
小平花織,02,東レアローズ,5,27,0,0,0,,,0,0,0,0,0,0,0,0,138,100,0,,0.0,0.0,,72.5
小平花織,11,東レアローズ,5,20,0,0,0,,,0,0,0,0,0,0,0,0,100,65,0,,0.0,0.0,,65.0
小平花織,12,東レアローズ,5,3,0,0,0,,,0,0,0,0,0,0,0,0,6,5,0,,0.0,0.0,,83.3
小笹奈津子,01,埼玉上尾メディックス,17,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
小笹奈津子,02,埼玉上尾メディックス,17,1,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,1,1,0,,1.0,0.0,,100.0
小笹奈津子,11,埼玉上尾メディックス,17,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
