名前,年月,チーム,背番号,得セット,失セット,勝敗,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
上野香織,2015-02,NECレッドロケッツ,15,14,11,4,12,34,15,1,44.1,41.2,3,1,0,1,29,1,6,6,3,2,0,17,33.3,1.25,0.08,3.4,66.7
下平夏奈,2014-11,東レアローズ,12,2,3,0,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,0,,0.0,0.0,25.0,
下平夏奈,2014-12,東レアローズ,12,3,6,0,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
下平夏奈,2015-01,東レアローズ,12,18,8,5,6,0,0,0,,,0,0,0,0,6,0,1,2,0,0,0,0,,0.0,0.0,4.2,
下平夏奈,2015-02,東レアローズ,12,14,13,4,8,0,0,0,,,0,0,0,0,8,0,0,0,0,0,0,0,,0.0,0.0,0.0,
中大路絢野,2014-11,久光製薬スプリングス,24,15,6,5,2,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
中大路絢野,2014-12,久光製薬スプリングス,24,5,3,1,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
中大路絢野,2015-01,久光製薬スプリングス,24,21,7,7,5,4,3,0,75.0,75.0,0,0,0,0,18,0,0,4,0,0,0,3,,0.6,0.0,5.6,
中大路絢野,2015-02,久光製薬スプリングス,24,14,12,4,5,1,0,0,0.0,0.0,0,0,0,0,19,0,2,10,1,0,0,0,,0.0,0.0,10.5,0.0
中村かおり,2014-11,トヨタ車体クインシーズ,3,8,10,2,18,0,0,0,,,0,0,0,0,0,0,0,0,63,44,0,0,,0.0,0.0,,69.8
中村かおり,2014-12,トヨタ車体クインシーズ,3,2,6,0,8,0,0,0,,,0,0,0,0,0,0,0,0,24,17,0,0,,0.0,0.0,,70.8
中村かおり,2015-01,トヨタ車体クインシーズ,3,12,18,3,14,0,0,0,,,0,0,0,0,0,0,0,0,51,41,0,0,,0.0,0.0,,80.4
中村かおり,2015-02,トヨタ車体クインシーズ,3,8,18,1,13,0,0,0,,,0,0,0,0,22,1,4,4,23,17,0,1,,0.0,0.0,4.5,73.9
中道瞳,2014-11,東レアローズ,1,6,14,1,18,3,1,0,33.3,33.3,0,0,0,0,44,0,1,11,0,0,0,1,,0.06,0.0,5.7,
中道瞳,2014-12,東レアローズ,1,3,6,0,7,2,2,0,100.0,100.0,0,0,0,0,20,0,1,2,0,0,0,2,,0.29,0.0,1.2,
中道瞳,2015-01,東レアローズ,1,12,7,3,12,1,1,0,100.0,100.0,0,0,0,1,21,0,0,3,0,0,0,2,,0.08,0.08,3.6,
中道瞳,2015-02,東レアローズ,1,14,13,4,26,7,1,0,14.3,14.3,0,0,0,0,86,1,4,19,2,0,0,2,,0.04,0.0,5.5,0.0
丸元美緒,2014-12,デンソーエアリービーズ,18,4,4,1,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
丸山亜季,2014-11,岡山シーガルズ,20,15,3,5,18,0,0,0,,,0,0,0,0,0,0,0,0,75,51,0,0,,0.0,0.0,,68.0
丸山亜季,2014-12,岡山シーガルズ,20,3,3,1,6,0,0,0,,,0,0,0,0,0,0,0,0,20,14,0,0,,0.0,0.0,,70.0
丸山亜季,2015-01,岡山シーガルズ,20,10,17,2,27,0,0,0,,,0,0,0,0,0,0,0,0,83,57,0,0,,0.0,0.0,,68.7
丸山亜季,2015-02,岡山シーガルズ,20,17,9,5,26,0,0,0,,,0,0,0,0,0,0,0,0,92,66,0,0,,0.0,0.0,,71.7
丸山裕子,2014-11,埼玉上尾メディックス,20,9,9,2,16,56,17,3,30.4,25.0,0,0,0,8,44,0,7,12,1,0,0,25,,1.06,0.5,2.8,0.0
丸山裕子,2014-12,埼玉上尾メディックス,20,5,4,1,9,36,13,1,36.1,33.3,0,0,0,5,18,0,2,4,2,2,0,18,,1.44,0.56,2.8,100.0
丸山裕子,2015-01,埼玉上尾メディックス,20,14,14,4,25,124,40,11,32.3,23.4,2,1,0,19,71,2,2,18,6,3,0,61,50.0,1.6,0.76,8.5,50.0
丸山裕子,2015-02,埼玉上尾メディックス,20,16,9,5,24,91,37,3,40.7,37.4,0,0,0,17,62,0,3,15,4,3,0,54,,1.54,0.71,4.8,75.0
二見梓,2014-11,東レアローズ,10,6,14,1,20,68,27,1,39.7,38.2,0,0,0,10,58,0,5,16,3,0,0,37,,1.35,0.5,4.7,0.0
二見梓,2014-12,東レアローズ,10,3,6,0,9,24,15,1,62.5,58.3,0,0,0,5,36,0,2,6,3,3,0,20,,1.67,0.56,2.8,100.0
二見梓,2015-01,東レアローズ,10,18,8,5,21,64,15,5,23.4,15.6,0,0,0,6,58,1,10,24,10,6,0,22,,0.71,0.29,7.8,60.0
二見梓,2015-02,東レアローズ,10,14,13,4,16,55,25,1,45.5,43.6,0,0,0,2,34,0,3,5,5,2,0,27,,1.56,0.12,1.5,40.0
井上奈々朱,2014-11,日立リヴァーレ,3,8,11,2,4,7,3,1,42.9,28.6,0,0,0,2,5,0,1,0,1,0,0,5,,0.75,0.5,-5.0,0.0
井上奈々朱,2014-12,日立リヴァーレ,3,6,4,2,6,15,8,1,53.3,46.7,0,0,0,5,16,0,3,5,0,0,0,13,,1.33,0.83,3.1,
井上奈々朱,2015-01,日立リヴァーレ,3,11,19,1,12,19,10,1,52.6,47.4,0,0,0,2,29,3,6,11,3,2,0,15,,0.83,0.17,14.7,66.7
井上奈々朱,2015-02,日立リヴァーレ,3,7,17,2,18,55,29,4,52.7,45.5,0,0,0,9,46,1,11,11,1,0,0,39,,1.61,0.5,2.2,0.0
井上香織,2014-11,デンソーエアリービーズ,8,3,15,0,18,63,16,2,25.4,22.2,0,0,0,9,33,0,3,8,3,3,0,25,,0.89,0.5,3.8,100.0
井上香織,2014-12,デンソーエアリービーズ,8,4,4,1,8,16,4,1,25.0,18.8,0,0,0,3,20,0,3,1,0,0,0,7,,0.5,0.38,-2.5,
井上香織,2015-01,デンソーエアリービーズ,8,10,17,2,27,82,29,3,35.4,31.7,0,0,0,16,70,0,10,9,4,4,0,45,,1.07,0.59,-0.4,100.0
井上香織,2015-02,デンソーエアリービーズ,8,13,14,3,27,102,40,6,39.2,33.3,0,0,0,15,77,1,7,10,13,8,0,56,,1.48,0.56,2.3,61.5
今野加奈子,2014-11,岡山シーガルズ,3,15,3,5,5,5,2,0,40.0,40.0,0,0,0,0,1,0,0,0,3,0,0,2,,0.4,0.0,0.0,0.0
今野加奈子,2014-12,岡山シーガルズ,3,3,3,1,2,29,7,0,24.1,24.1,0,0,0,1,7,0,1,2,15,6,0,8,,3.5,0.5,3.6,40.0
今野加奈子,2015-01,岡山シーガルズ,3,10,11,2,8,24,7,1,29.2,25.0,1,0,0,0,17,0,2,6,18,4,0,7,0.0,0.88,0.0,5.9,22.2
今野加奈子,2015-02,岡山シーガルズ,3,3,2,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
伊藤望,2014-11,東レアローズ,15,6,14,1,19,95,32,8,33.7,25.3,0,0,0,4,57,1,6,21,1,1,0,37,,1.68,0.21,8.3,100.0
伊藤望,2014-12,東レアローズ,15,3,6,0,9,36,14,2,38.9,33.3,0,0,0,4,26,0,3,6,1,1,0,18,,1.56,0.44,2.9,100.0
伊藤望,2015-01,東レアローズ,15,18,8,5,26,149,54,8,36.2,30.9,0,0,0,8,91,4,6,39,2,2,0,66,,2.08,0.31,13.5,100.0
伊藤望,2015-02,東レアローズ,15,14,13,4,26,160,70,6,43.8,40.0,0,0,0,6,86,3,6,23,1,1,0,79,,2.69,0.23,8.4,100.0
伊関悠,2015-01,日立リヴァーレ,18,4,4,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
伊関悠,2015-02,日立リヴァーレ,18,7,14,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐々木美麗,2014-11,日立リヴァーレ,14,8,11,2,18,185,63,12,34.1,27.6,25,7,2,2,51,0,6,19,71,41,0,65,28.0,3.5,0.11,6.4,57.7
佐々木美麗,2014-12,日立リヴァーレ,14,6,4,2,10,128,43,7,33.6,28.1,26,9,2,1,34,1,2,10,33,17,0,45,34.6,4.3,0.1,8.8,51.5
佐々木美麗,2015-01,日立リヴァーレ,14,11,19,1,26,267,73,18,27.3,20.6,28,5,2,7,87,2,13,29,124,79,0,82,17.9,2.81,0.27,6.9,63.7
佐々木美麗,2015-02,日立リヴァーレ,14,4,13,1,15,166,52,13,31.3,23.5,28,9,4,5,51,1,8,11,36,26,0,58,32.1,3.47,0.33,3.4,72.2
佐々木萌,2014-11,岡山シーガルズ,7,15,3,5,18,229,60,11,26.2,21.4,6,1,1,6,70,4,1,15,95,68,0,70,16.7,3.33,0.33,10.7,71.6
佐々木萌,2014-12,岡山シーガルズ,7,3,3,1,5,50,11,3,22.0,16.0,0,0,0,1,10,0,0,2,30,23,0,12,,2.2,0.2,5.0,76.7
佐々木萌,2015-01,岡山シーガルズ,7,10,17,2,27,326,90,10,27.6,24.5,4,0,0,7,89,1,2,22,202,108,0,98,0.0,3.33,0.26,6.7,53.5
佐々木萌,2015-02,岡山シーガルズ,7,17,9,5,26,337,115,8,34.1,31.8,3,0,0,5,94,2,1,24,183,120,0,122,0.0,4.42,0.19,8.2,65.6
佐川奈美,2014-11,NECレッドロケッツ,18,12,8,3,16,33,14,1,42.4,39.4,0,0,0,2,17,0,2,3,0,0,0,16,,0.88,0.12,1.5,
佐川奈美,2014-12,NECレッドロケッツ,18,6,4,2,7,2,1,0,50.0,50.0,0,0,0,0,1,0,1,0,0,0,0,1,,0.14,0.0,-25.0,
佐川奈美,2015-01,NECレッドロケッツ,18,8,6,2,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
佐川奈美,2015-02,NECレッドロケッツ,18,14,11,4,22,91,30,5,33.0,27.5,0,0,0,2,59,1,6,19,11,9,0,33,,1.36,0.09,7.2,81.8
佐藤あり紗,2014-11,日立リヴァーレ,5,8,11,2,19,0,0,0,,,0,0,0,0,0,0,0,0,102,71,0,0,,0.0,0.0,,69.6
佐藤あり紗,2014-12,日立リヴァーレ,5,6,4,2,10,0,0,0,,,0,0,0,0,0,0,0,0,54,36,0,0,,0.0,0.0,,66.7
佐藤あり紗,2015-01,日立リヴァーレ,5,7,15,0,22,0,0,0,,,0,0,0,0,0,0,0,0,95,60,0,0,,0.0,0.0,,63.2
佐藤あり紗,2015-02,日立リヴァーレ,5,7,17,2,24,0,0,0,,,0,0,0,0,0,0,0,0,92,64,0,0,,0.0,0.0,,69.6
佐藤澪,2014-11,トヨタ車体クインシーズ,15,8,10,2,3,0,0,0,,,0,0,0,0,0,0,0,0,9,2,0,0,,0.0,0.0,,22.2
佐藤澪,2015-01,トヨタ車体クインシーズ,15,12,18,3,23,0,0,0,,,0,0,0,0,0,0,0,0,84,55,0,0,,0.0,0.0,,65.5
佐藤澪,2015-02,トヨタ車体クインシーズ,15,8,18,1,26,0,0,0,,,0,0,0,0,0,0,0,0,78,48,0,0,,0.0,0.0,,61.5
佐藤美弥,2014-11,日立リヴァーレ,8,8,11,2,19,8,1,0,12.5,12.5,0,0,0,2,62,1,8,15,0,0,0,4,,0.05,0.11,4.4,
佐藤美弥,2014-12,日立リヴァーレ,8,6,4,2,10,5,4,0,80.0,80.0,0,0,0,6,31,1,2,7,0,0,0,11,,0.4,0.6,7.3,
佐藤美弥,2015-01,日立リヴァーレ,8,11,19,1,30,16,7,0,43.8,43.8,0,0,0,9,87,6,4,18,0,0,0,22,,0.23,0.3,10.9,
佐藤美弥,2015-02,日立リヴァーレ,8,7,17,2,21,13,8,0,61.5,61.5,0,0,0,6,75,2,2,26,0,0,0,16,,0.38,0.29,10.7,
佐野優子,2014-11,デンソーエアリービーズ,10,3,15,0,18,0,0,0,,,0,0,0,0,0,0,0,0,75,47,0,0,,0.0,0.0,,62.7
佐野優子,2014-12,デンソーエアリービーズ,10,4,4,1,8,0,0,0,,,0,0,0,0,0,0,0,0,41,35,0,0,,0.0,0.0,,85.4
佐野優子,2015-01,デンソーエアリービーズ,10,10,17,2,27,0,0,0,,,0,0,0,0,0,0,0,0,128,88,0,0,,0.0,0.0,,68.8
佐野優子,2015-02,デンソーエアリービーズ,10,13,14,3,27,0,0,0,,,0,0,0,0,0,0,0,0,112,78,0,0,,0.0,0.0,,69.6
八幡美樹,2014-11,NECレッドロケッツ,1,12,8,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
八幡美樹,2014-12,NECレッドロケッツ,1,6,4,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
八幡美樹,2015-01,NECレッドロケッツ,1,14,10,4,1,3,1,0,33.3,33.3,0,0,0,0,2,0,0,1,0,0,0,1,,1.0,0.0,12.5,
八幡美樹,2015-02,NECレッドロケッツ,1,14,11,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
内瀬戸真実,2014-11,日立リヴァーレ,10,8,11,2,11,70,19,2,27.1,24.3,6,1,0,2,34,2,2,9,56,39,0,23,16.7,1.73,0.18,11.0,69.6
内瀬戸真実,2014-12,日立リヴァーレ,10,6,4,2,6,29,15,1,51.7,48.3,2,2,0,3,21,0,0,4,30,17,0,18,100.0,2.5,0.5,4.8,56.7
内瀬戸真実,2015-01,日立リヴァーレ,10,11,19,1,25,185,58,7,31.4,27.6,19,4,0,3,80,0,5,26,119,76,0,61,21.1,2.32,0.12,6.6,63.9
内瀬戸真実,2015-02,日立リヴァーレ,10,7,17,2,21,196,63,5,32.1,29.6,21,2,1,5,73,2,10,25,120,88,0,70,9.5,3.0,0.24,7.9,73.3
冨永こよみ,2014-11,埼玉上尾メディックス,24,9,9,2,14,5,3,0,60.0,60.0,0,0,0,3,13,0,1,6,0,0,0,6,,0.21,0.21,9.6,
冨永こよみ,2014-12,埼玉上尾メディックス,24,5,4,1,7,3,0,0,0.0,0.0,0,0,0,2,16,1,1,3,0,0,0,3,,0.0,0.29,9.4,
冨永こよみ,2015-01,埼玉上尾メディックス,24,14,14,4,23,0,0,0,,,0,0,0,2,24,2,2,10,0,0,0,4,,0.0,0.09,16.7,
冨永こよみ,2015-02,埼玉上尾メディックス,24,16,9,5,23,8,3,0,37.5,37.5,0,0,0,5,56,3,4,19,0,0,0,11,,0.13,0.22,12.1,
南波美紅,2014-11,久光製薬スプリングス,17,9,3,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
南波美紅,2015-01,久光製薬スプリングス,17,9,4,3,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
南波美紅,2015-02,久光製薬スプリングス,17,1,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
卜部里菜,2014-11,岡山シーガルズ,22,15,3,5,9,10,3,0,30.0,30.0,0,0,0,0,18,0,0,5,14,9,0,3,,0.33,0.0,6.9,64.3
卜部里菜,2014-12,岡山シーガルズ,22,3,3,1,4,2,2,0,100.0,100.0,0,0,0,0,3,0,0,0,2,1,0,2,,0.5,0.0,0.0,50.0
卜部里菜,2015-01,岡山シーガルズ,22,10,17,2,15,47,20,2,42.6,38.3,1,0,0,2,33,1,0,12,38,18,0,23,0.0,1.33,0.13,12.1,47.4
卜部里菜,2015-02,岡山シーガルズ,22,3,1,1,2,0,0,0,,,0,0,0,0,3,0,0,2,0,0,0,0,,0.0,0.0,16.7,
古藤千鶴,2014-11,久光製薬スプリングス,2,15,6,5,21,6,2,0,33.3,33.3,0,0,0,3,84,0,2,30,1,0,0,5,,0.1,0.14,8.3,0.0
古藤千鶴,2014-12,久光製薬スプリングス,2,5,3,1,8,4,4,0,100.0,100.0,0,0,0,0,23,0,0,9,0,0,0,4,,0.5,0.0,9.8,
古藤千鶴,2015-01,久光製薬スプリングス,2,18,5,6,23,12,5,0,41.7,41.7,0,0,0,2,98,1,3,38,0,0,0,8,,0.22,0.09,9.9,
古藤千鶴,2015-02,久光製薬スプリングス,2,13,9,4,22,13,6,0,46.2,46.2,0,0,0,3,90,0,0,32,0,0,0,9,,0.27,0.14,8.9,
古賀紗理那,2015-02,NECレッドロケッツ,21,9,5,3,5,21,7,0,33.3,33.3,1,0,0,2,7,0,0,5,24,17,0,9,0.0,1.4,0.4,17.9,70.8
吉丸夏菜枝,2015-02,久光製薬スプリングス,16,6,2,2,3,0,0,0,,,0,0,0,0,4,0,1,1,0,0,0,0,,0.0,0.0,0.0,
吉村志穂,2014-11,埼玉上尾メディックス,3,9,9,2,18,160,53,10,33.1,26.9,13,3,1,3,57,2,14,17,137,90,0,58,23.1,2.94,0.17,4.8,65.7
吉村志穂,2014-12,埼玉上尾メディックス,3,5,4,1,9,60,21,4,35.0,28.3,8,1,1,3,30,0,6,5,52,37,0,24,12.5,2.33,0.33,-0.8,71.2
吉村志穂,2015-01,埼玉上尾メディックス,3,4,8,1,9,76,32,3,42.1,38.2,8,1,1,2,28,1,6,7,79,57,0,35,12.5,3.56,0.22,4.5,72.2
吉田みなみ,2014-11,岡山シーガルズ,1,15,3,5,3,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,,0.0
吉田みなみ,2014-12,岡山シーガルズ,1,3,3,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
吉田みなみ,2015-01,岡山シーガルズ,1,4,7,1,3,5,1,0,20.0,20.0,0,0,0,0,2,0,0,1,2,1,0,1,,0.33,0.0,12.5,50.0
吉田みなみ,2015-02,岡山シーガルズ,1,17,9,5,9,0,0,0,,,0,0,0,0,8,0,0,3,6,2,0,0,,0.0,0.0,9.4,33.3
和田麻里江,2014-11,日立リヴァーレ,2,8,11,2,17,62,25,2,40.3,37.1,0,0,0,9,58,1,4,16,5,3,0,35,,1.47,0.53,6.9,60.0
和田麻里江,2014-12,日立リヴァーレ,2,6,4,2,6,17,5,1,29.4,23.5,0,0,0,4,16,1,2,4,0,0,0,10,,0.83,0.67,9.4,
和田麻里江,2015-01,日立リヴァーレ,2,11,19,1,25,81,24,3,29.6,25.9,0,0,0,8,87,1,4,24,6,4,0,33,,0.96,0.32,6.9,66.7
和田麻里江,2015-02,日立リヴァーレ,2,7,17,2,10,32,11,2,34.4,28.1,0,0,0,4,28,1,2,8,0,0,0,16,,1.1,0.4,8.9,
土田望未,2014-11,埼玉上尾メディックス,1,9,9,2,17,6,2,0,33.3,33.3,0,0,0,1,52,1,4,15,0,0,0,4,,0.12,0.06,7.2,
土田望未,2014-12,埼玉上尾メディックス,1,5,4,1,6,1,1,0,100.0,100.0,1,1,0,0,20,2,2,6,0,0,0,3,100.0,0.17,0.0,15.0,
土田望未,2015-01,埼玉上尾メディックス,1,14,14,4,27,11,5,0,45.5,45.5,1,0,0,2,94,2,4,32,0,0,0,9,0.0,0.19,0.07,9.6,
土田望未,2015-02,埼玉上尾メディックス,1,13,8,4,17,5,1,0,20.0,20.0,0,0,0,1,52,2,3,17,2,0,0,4,,0.06,0.06,10.6,0.0
坂本奈々香,2015-02,デンソーエアリービーズ,3,7,11,1,2,5,3,1,60.0,40.0,0,0,0,0,4,0,0,3,0,0,0,3,,1.5,0.0,18.8,
堀川真理,2014-11,東レアローズ,9,6,14,1,11,28,10,1,35.7,32.1,0,0,0,1,1,0,0,0,1,1,0,11,,0.91,0.09,0.0,100.0
堀川真理,2014-12,東レアローズ,9,3,6,0,5,43,13,4,30.2,20.9,10,3,1,1,8,0,0,3,3,3,0,14,30.0,2.6,0.2,9.4,100.0
堀川真理,2015-01,東レアローズ,9,18,8,5,8,15,5,1,33.3,26.7,0,0,0,1,2,0,1,1,0,0,0,6,,0.62,0.12,0.0,
堀川真理,2015-02,東レアローズ,9,14,13,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
堀江彩,2014-11,デンソーエアリービーズ,16,3,15,0,7,0,0,0,,,0,0,0,0,11,0,1,4,0,0,0,0,,0.0,0.0,6.8,
堀江彩,2014-12,デンソーエアリービーズ,16,4,4,1,6,0,0,0,,,0,0,0,0,11,1,1,2,0,0,0,1,,0.0,0.0,11.4,
堀江彩,2015-01,デンソーエアリービーズ,16,10,17,2,22,0,0,0,,,0,0,0,0,32,1,3,13,0,0,0,1,,0.0,0.0,10.9,
堀江彩,2015-02,デンソーエアリービーズ,16,13,14,3,6,0,0,0,,,0,0,0,0,8,0,1,3,0,0,0,0,,0.0,0.0,6.2,
大内志織,2014-11,埼玉上尾メディックス,13,2,3,0,2,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,0,,0.0,0.0,12.5,
大内志織,2015-02,埼玉上尾メディックス,13,3,1,1,2,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
大升知春,2015-01,岡山シーガルズ,25,6,7,1,3,8,2,1,25.0,12.5,0,0,0,0,1,0,0,1,1,1,0,2,,0.67,0.0,25.0,100.0
大室璃紗,2015-01,埼玉上尾メディックス,23,14,11,4,8,0,0,0,,,0,0,0,0,6,1,1,0,26,18,0,1,,0.0,0.0,12.5,69.2
大室璃紗,2015-02,埼玉上尾メディックス,23,9,4,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大宮里美,2014-11,デンソーエアリービーズ,9,3,15,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
