名前,月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
石橋里紗,02,久光製薬スプリングス,23,8,0,0,0,,,0,0,0,0,19,3,0,5,0,0,0,3,,0.0,0.0,22.4,
竹内あか里,02,トヨタ車体クインシーズ,11,20,46,22,2,47.8,43.5,0,0,0,10,67,1,3,25,3,2,0,33,,1.1,0.5,9.7,66.7
竹内彩,02,トヨタ車体クインシーズ,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
竹田沙希,02,トヨタ車体クインシーズ,1,19,97,28,3,28.9,25.8,0,0,0,4,42,2,1,15,120,59,0,34,,1.5,0.2,13.1,49.2
菱川文香,02,岡山シーガルズ,33,1,1,1,0,100.0,100.0,0,0,0,0,1,0,0,0,0,0,0,1,,1.0,0.0,0.0,
藤田夏未,02,トヨタ車体クインシーズ,4,20,5,2,0,40.0,40.0,0,0,0,2,84,3,4,33,2,0,0,7,,0.1,0.1,12.2,0.0
衛藤智美,02,トヨタ車体クインシーズ,6,13,0,0,0,,,0,0,0,0,23,2,0,8,0,0,0,2,,0.0,0.0,17.4,
近江あかり,02,NECレッドロケッツ,6,20,132,47,6,35.6,31.1,2,0,0,11,83,5,4,35,139,76,0,63,0.0,2.4,0.6,15.4,54.7
迫田さおり,02,東レアローズ,4,19,261,107,19,41.0,33.7,66,34,3,9,63,1,4,20,1,1,0,117,51.5,5.6,0.5,7.9,100.0
遠井萌仁,02,日立リヴァーレ,12,16,92,39,5,42.4,37.0,3,0,1,2,58,1,2,16,157,99,0,42,0.0,2.4,0.1,7.8,63.1
野本梨佳,02,久光製薬スプリングス,8,11,20,8,1,40.0,35.0,0,0,0,0,0,0,0,0,1,0,0,8,,0.7,0.0,,0.0
野村明日香,02,東レアローズ,13,11,5,1,0,20.0,20.0,0,0,0,0,35,3,3,14,0,0,0,4,,0.1,0.0,16.4,
金田修佳,02,岡山シーガルズ,18,7,30,6,1,20.0,16.7,0,0,0,1,11,0,0,3,31,12,0,7,,0.9,0.1,6.8,38.7
長岡望悠,02,久光製薬スプリングス,1,16,224,93,11,41.5,36.6,71,24,5,8,49,1,2,14,2,1,0,102,33.8,5.8,0.5,8.2,50.0
香野晶子,02,岡山シーガルズ,11,14,38,8,1,21.1,18.4,0,0,0,2,35,1,1,9,0,0,0,11,,0.6,0.1,8.6,
高橋沙織,02,トヨタ車体クインシーズ,3,3,7,2,0,28.6,28.6,1,1,0,0,1,0,0,0,0,0,0,2,100.0,0.7,0.0,0.0,
高田ありさ,02,東レアローズ,2,19,140,53,10,37.9,30.7,0,0,0,2,59,0,6,30,162,97,0,55,,2.8,0.1,10.2,59.9
鳥越未玖,02,NECレッドロケッツ,8,20,0,0,0,,,0,0,0,0,0,0,0,0,129,72,0,0,,0.0,0.0,,55.8
