名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
杉原若葉,2015-03,東レアローズ,16,1,2,1,0,50.0,50.0,1,0,0,0,1,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,
村田しおり,2015-02,久光製薬スプリングス,13,4,0,0,0,,,0,0,0,0,9,0,0,2,0,0,0,0,,0.0,0.0,5.6,
村田しおり,2015-03,久光製薬スプリングス,13,5,0,0,0,,,0,0,0,0,8,0,0,5,0,0,0,0,,0.0,0.0,15.6,
東万純,2015-02,岡山シーガルズ,23,3,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,,0.0
東万純,2015-03,岡山シーガルズ,23,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
東原枝里,2015-03,日立リヴァーレ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
東谷幸子,2015-02,埼玉上尾メディックス,2,1,3,1,1,33.3,0.0,0,0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,,
東谷幸子,2015-03,埼玉上尾メディックス,2,1,2,0,1,0.0,-50.0,0,0,0,0,1,0,0,1,2,0,0,0,,0.0,0.0,25.0,0.0
松崎美歌,2015-03,NECレッドロケッツ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
柳田光綺,2015-02,NECレッドロケッツ,19,3,47,16,1,34.0,31.9,8,3,0,0,12,0,1,5,10,7,0,16,37.5,5.33,0.0,8.3,70.0
柳田光綺,2015-03,NECレッドロケッツ,19,14,128,44,5,34.4,30.5,34,7,4,4,43,2,3,11,5,1,0,50,20.6,3.14,0.29,9.3,20.0
栗原恵,2015-02,日立リヴァーレ,11,1,14,2,2,14.3,0.0,0,0,0,0,2,0,0,2,4,4,0,2,,2.0,0.0,25.0,100.0
栗原恵,2015-03,日立リヴァーレ,11,6,49,12,4,24.5,16.3,4,1,0,0,18,1,1,3,18,9,0,13,25.0,2.0,0.0,8.3,50.0
森田結香,2015-02,岡山シーガルズ,27,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
水田祐未,2015-02,久光製薬スプリングス,5,4,21,5,2,23.8,14.3,0,0,0,0,14,0,1,5,2,0,0,5,,1.25,0.0,7.1,0.0
水田祐未,2015-03,久光製薬スプリングス,5,14,48,13,0,27.1,27.1,1,0,0,7,38,2,2,6,3,0,0,22,0.0,0.93,0.5,7.9,0.0
泉夏子,2015-02,岡山シーガルズ,55,2,3,1,0,33.3,33.3,0,0,0,0,2,1,0,0,0,0,0,2,,0.5,0.0,50.0,
泉夏子,2015-03,岡山シーガルズ,55,8,5,2,0,40.0,40.0,0,0,0,0,9,0,1,3,13,8,0,2,,0.25,0.0,5.6,61.5
浅津ゆうこ,2015-02,岡山シーガルズ,6,4,40,11,2,27.5,22.5,7,1,1,1,10,0,1,1,8,4,0,12,14.3,2.75,0.25,0.0,50.0
浅津ゆうこ,2015-03,岡山シーガルズ,6,17,161,51,5,31.7,28.6,21,6,1,3,59,1,1,20,61,31,0,55,28.6,3.0,0.18,9.7,50.8
渡邊久惠,2015-02,日立リヴァーレ,9,3,28,3,4,10.7,-3.6,5,0,2,0,10,0,0,1,13,6,0,3,0.0,1.0,0.0,2.5,46.2
渡邊久惠,2015-03,日立リヴァーレ,9,14,148,46,7,31.1,26.4,23,8,0,3,61,1,5,21,45,26,0,50,34.8,3.29,0.21,8.2,57.8
熊谷桜子,2015-03,岡山シーガルズ,15,6,1,1,0,100.0,100.0,0,0,0,0,5,0,0,2,0,0,0,1,,0.17,0.0,10.0,
狩野舞子,2015-03,久光製薬スプリングス,11,3,0,0,0,,,0,0,0,0,2,0,0,2,0,0,0,0,,0.0,0.0,25.0,
田代佳奈美,2015-02,東レアローズ,7,2,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,0,,0.0,0.0,12.5,
田代佳奈美,2015-03,東レアローズ,7,15,7,2,0,28.6,28.6,0,0,0,1,18,0,2,7,1,0,0,3,,0.13,0.07,6.9,0.0
白垣里紗,2015-02,NECレッドロケッツ,9,3,29,13,2,44.8,37.9,11,5,1,1,13,1,1,4,7,6,0,15,45.5,4.33,0.33,13.5,85.7
白垣里紗,2015-03,NECレッドロケッツ,9,13,99,26,3,26.3,23.2,12,3,0,2,24,0,1,6,44,25,0,28,25.0,2.0,0.15,5.2,56.8
皆本明日香,2015-02,埼玉上尾メディックス,16,1,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,,
皆本明日香,2015-03,埼玉上尾メディックス,16,4,15,5,0,33.3,33.3,0,0,0,1,5,0,0,0,19,10,0,6,,1.25,0.25,0.0,52.6
石井優希,2015-02,久光製薬スプリングス,6,4,47,20,4,42.6,34.0,0,0,0,0,21,1,0,3,35,28,0,21,,5.0,0.0,8.3,80.0
石井優希,2015-03,久光製薬スプリングス,6,14,168,52,10,31.0,25.0,8,3,0,3,61,0,3,17,111,85,0,55,37.5,3.71,0.21,5.7,76.6
石橋里紗,2015-02,久光製薬スプリングス,23,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
石橋里紗,2015-03,久光製薬スプリングス,23,2,2,0,0,0.0,0.0,0,0,0,2,4,0,2,0,0,0,0,2,,0.0,1.0,-12.5,
石田小枝,2015-02,日立リヴァーレ,13,2,0,0,0,,,0,0,0,0,3,1,0,1,0,0,0,1,,0.0,0.0,41.7,
石田小枝,2015-03,日立リヴァーレ,13,6,0,0,0,,,0,0,0,0,8,0,1,2,0,0,0,0,,0.0,0.0,3.1,
秋山美幸,2015-02,NECレッドロケッツ,7,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
秋山美幸,2015-03,NECレッドロケッツ,7,13,2,2,0,100.0,100.0,0,0,0,2,14,0,2,2,0,0,0,4,,0.15,0.15,0.0,
筒井さやか,2015-02,久光製薬スプリングス,20,4,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
筒井さやか,2015-03,久光製薬スプリングス,20,7,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
細川絢加,2015-02,日立リヴァーレ,1,3,1,0,0,0.0,0.0,0,0,0,0,4,0,0,1,0,0,0,0,,0.0,0.0,6.2,
細川絢加,2015-03,日立リヴァーレ,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
荒木夕貴,2015-02,埼玉上尾メディックス,19,3,29,7,1,24.1,20.7,0,0,0,0,15,1,1,9,13,8,0,8,,2.33,0.0,20.0,61.5
荒木夕貴,2015-03,埼玉上尾メディックス,19,15,115,42,6,36.5,31.3,8,2,0,3,58,2,7,15,79,41,0,47,25.0,2.8,0.2,6.9,51.9
荒木絵里香,2015-02,埼玉上尾メディックス,12,3,16,6,0,37.5,37.5,0,0,0,4,8,0,1,4,1,0,0,10,,2.0,1.33,9.4,0.0
荒木絵里香,2015-03,埼玉上尾メディックス,12,16,88,39,6,44.3,37.5,0,0,0,7,59,3,3,18,12,11,0,49,,2.44,0.44,11.4,91.7
藤本果歩,2015-03,東レアローズ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
近江あかり,2015-02,NECレッドロケッツ,6,3,24,8,2,33.3,25.0,3,0,1,1,11,0,1,2,25,17,0,9,0.0,2.67,0.33,2.3,68.0
近江あかり,2015-03,NECレッドロケッツ,6,14,114,39,4,34.2,30.7,9,3,0,6,45,1,2,13,78,58,0,46,33.3,2.79,0.43,8.3,74.4
近藤志歩,2015-02,埼玉上尾メディックス,4,3,27,8,3,29.6,18.5,2,1,1,1,10,1,2,1,22,14,0,10,50.0,2.67,0.33,7.5,63.6
近藤志歩,2015-03,埼玉上尾メディックス,4,16,135,38,4,28.1,25.2,9,0,1,2,57,2,6,16,134,96,0,42,0.0,2.38,0.12,7.9,71.6
迫田さおり,2015-02,東レアローズ,4,3,42,15,2,35.7,31.0,10,4,1,1,11,0,0,2,0,0,0,16,40.0,5.0,0.33,4.5,
迫田さおり,2015-03,東レアローズ,4,18,221,74,14,33.5,27.1,56,20,6,5,61,0,2,21,0,0,0,79,35.7,4.11,0.28,7.8,
遠井萌仁,2015-02,日立リヴァーレ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
遠井萌仁,2015-03,日立リヴァーレ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
野本梨佳,2015-02,久光製薬スプリングス,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
野本梨佳,2015-03,久光製薬スプリングス,8,4,4,2,0,50.0,50.0,0,0,0,1,0,0,0,0,0,0,0,3,,0.5,0.25,,
野村明日香,2015-02,東レアローズ,13,3,3,1,0,33.3,33.3,0,0,0,1,9,0,1,2,0,0,0,2,,0.33,0.33,2.8,
野村明日香,2015-03,東レアローズ,13,12,41,18,3,43.9,36.6,0,0,0,4,44,2,4,15,2,1,0,24,,1.5,0.33,10.8,50.0
金田修佳,2015-02,岡山シーガルズ,18,3,5,0,1,0.0,-20.0,0,0,0,0,3,0,0,1,3,2,0,0,,0.0,0.0,8.3,66.7
金田修佳,2015-03,岡山シーガルズ,18,5,29,4,2,13.8,6.9,1,1,0,1,6,0,0,2,5,1,0,5,100.0,0.8,0.2,8.3,20.0
長岡望悠,2015-02,久光製薬スプリングス,1,4,49,23,3,46.9,40.8,12,5,2,1,10,0,1,5,0,0,0,24,41.7,5.75,0.25,10.0,
長岡望悠,2015-03,久光製薬スプリングス,1,12,145,71,6,49.0,44.8,39,20,1,2,36,0,2,13,4,3,0,73,51.3,5.92,0.17,7.6,75.0
関李香,2015-03,岡山シーガルズ,4,4,7,3,0,42.9,42.9,0,0,0,0,4,0,1,2,0,0,0,3,,0.75,0.0,6.2,
関舞,2015-02,埼玉上尾メディックス,8,1,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,0,,0.0,0.0,,100.0
関舞,2015-03,埼玉上尾メディックス,8,8,0,0,0,,,0,0,0,0,0,0,0,0,15,9,0,0,,0.0,0.0,,60.0
青柳京古,2015-02,埼玉上尾メディックス,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
青柳京古,2015-03,埼玉上尾メディックス,11,9,48,15,3,31.2,25.0,0,0,0,1,13,0,1,7,4,4,0,16,,1.67,0.11,11.5,100.0
香野晶子,2015-02,岡山シーガルズ,11,1,2,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
香野晶子,2015-03,岡山シーガルズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高田ありさ,2015-02,東レアローズ,2,3,27,8,2,29.6,22.2,0,0,0,0,11,0,0,4,38,22,0,8,,2.67,0.0,9.1,57.9
高田ありさ,2015-03,東レアローズ,2,18,176,72,7,40.9,36.9,4,0,1,5,70,2,5,18,147,102,0,79,0.0,4.0,0.28,7.5,69.4
鳥越未玖,2015-02,NECレッドロケッツ,13,3,0,0,0,,,0,0,0,0,0,0,0,0,5,5,0,0,,0.0,0.0,,100.0
鳥越未玖,2015-03,NECレッドロケッツ,13,9,0,0,0,,,0,0,0,0,12,1,3,2,15,11,0,1,,0.0,0.0,6.2,73.3
