得点,失点,+/-,L-B,状況,番号,選手,交代番号,交代選手,相手状況,相手番号,相手選手,相手交代番号,相手交代選手
12,7,5,Lead,,,,,,レシーブ成功(良),17,藪田,,
12,7,5,Lead,,,,,,アタック成功:,11,荒木,,
12,8,4,Lead,,,,,,,得点,,,
12,8,4,Lead,,,,,,サーブ,18,山上,,
12,8,4,Lead,レシーブ成功(良),4,窪田,,,,,,,
12,8,4,Lead,,14,入澤,,,,,,,
12,8,4,Lead,アタック成功:,4,窪田,,,,,,,
12,8,4,Lead,,チャレンジ成功,,,,,,,,
13,8,5,Lead,,得点,,,,,,,,
13,8,5,Lead,サーブ,14,入澤,,,,,,,
13,8,5,Lead,,,,,,レシーブ失敗,6,村永,,
13,8,5,Lead,,,,,,,17,藪田,,
13,8,5,Lead,,4,窪田,,,,,,,
13,8,5,Lead,,5,タップ,,,,,,,
13,8,5,Lead,,,,,,,13,ソロカイテ,,
13,8,5,Lead,,13,長内,,,,,,,
13,8,5,Lead,,,,,,,13,ソロカイテ,,
13,8,5,Lead,アタック成功:,5,タップ,,,,,,,
14,8,6,Lead,,得点,,,,,,,,
14,8,6,Lead,サーブ,14,入澤,,,,,,,
14,8,6,Lead,,,,,,レシーブ失敗,6,村永,,
14,8,6,Lead,,,,,,アタック成功:,13,ソロカイテ,,
14,9,5,Lead,,,,,,,得点,,,
14,9,5,Lead,,,,,,サーブ,17,藪田,,
14,9,5,Lead,レシーブ成功(良),10,小池,,,,,,,
14,9,5,Lead,アタック成功:,13,長内,,,,,,,
15,9,6,Lead,,得点,,,,,,,,
15,9,6,Lead,サービスエース,4,窪田,,,,,,,
15,9,6,Lead,,,,,,レシーブ失敗,8,榊原,,
16,9,7,Lead,,得点,,,,,,,,
16,9,7,Lead,,テクニカルタイムアウト,,,,,,,,
16,9,7,Lead,サーブ,4,窪田,,,,,,,
16,9,7,Lead,,,,,,レシーブ成功(良),6,村永,,
16,9,7,Lead,,,,,,アタック成功:,11,荒木,,
16,10,6,Lead,,,,,,,得点,,,
16,10,6,Lead,,,,,,サーブ,11,荒木,,
16,10,6,Lead,レシーブ失敗,4,窪田,,,,,,,
16,10,6,Lead,,13,長内,,,,,,,
16,10,6,Lead,アタック成功:,5,タップ,,,,,,,
17,10,7,Lead,,得点,,,,,,,,
17,10,7,Lead,サーブ,13,長内,,,,,,,
17,10,7,Lead,,,,,,レシーブ成功(優),6,村永,,
17,10,7,Lead,,,,,,,13,ソロカイテ,,
17,10,7,Lead,アタック成功:,17,オクム大庭,,,,,,,
18,10,8,Lead,,得点,,,,,,,,
18,10,8,Lead,,,,,,,タイムアウト,,,
18,10,8,Lead,サーブミス,13,長内,,,,,,,
18,11,7,Lead,,,,,,,得点,,,
18,11,7,Lead,,,,,,サーブ,13,ソロカイテ,,
18,11,7,Lead,レシーブ成功(優),5,タップ,,,,,,,
18,11,7,Lead,アタック成功:,5,タップ,,,,,,,
19,11,8,Lead,,得点,,,,,,,,
19,11,8,Lead,サーブ,5,タップ,,,,,,,
19,11,8,Lead,,,,,,レシーブ成功(良),6,村永,,
19,11,8,Lead,,,,,,,7,渡邊,,
19,11,8,Lead,アタック成功:,17,オクム大庭,,,,,,,
20,11,9,Lead,,得点,,,,,,,,
20,11,9,Lead,サーブ,5,タップ,,,,,,,
20,11,9,Lead,,,,,,レシーブ成功(良),6,村永,,
20,11,9,Lead,,,,,,,6,村永,,
20,11,9,Lead,その他ミス,5,タップ,,,,,,,
20,12,8,Lead,,,,,,,得点,,,
20,12,8,Lead,,,,,,メンバー交代:,IN:14,松本,OUT:7,渡邊
20,12,8,Lead,,,,,,サーブ,6,村永,,
20,12,8,Lead,レシーブ成功(良),4,窪田,,,,,,,
20,12,8,Lead,,13,長内,,,,,,,
20,12,8,Lead,,,,,,アタック成功:,13,ソロカイテ,,
20,13,7,Lead,,,,,,,得点,,,
20,13,7,Lead,,,,,,サーブ,6,村永,,
20,13,7,Lead,レシーブ失敗,4,窪田,,,,,,,
20,13,7,Lead,,17,オクム大庭,,,,,,,
20,13,7,Lead,,,,,,,17,藪田,,
20,13,7,Lead,アタック成功:,17,オクム大庭,,,,,,,
21,13,8,Lead,,得点,,,,,,,,
21,13,8,Lead,サーブ,21,雑賀,,,,,,,
21,13,8,Lead,,,,,,レシーブ成功(良),6,村永,,
21,13,8,Lead,,,,,,アタック成功:,17,藪田,,
21,14,7,Lead,,,,,,,得点,,,
21,14,7,Lead,,,,,,サーブ,14,松本,,
21,14,7,Lead,レシーブ成功(良),13,長内,,,,,,,
21,14,7,Lead,,4,窪田,,,,,,,
21,14,7,Lead,,,,,,,13,ソロカイテ,,
21,14,7,Lead,アタック成功:,4,窪田,,,,,,,
22,14,8,Lead,,得点,,,,,,,,
22,14,8,Lead,サーブ,17,オクム大庭,,,,,,,
22,14,8,Lead,,,,,,レシーブ失敗,6,村永,,
22,14,8,Lead,,,,,,,17,藪田,,
22,14,8,Lead,,4,窪田,,,,,,,
22,14,8,Lead,,,,,,ブロック成功,17,藪田,,
22,15,7,Lead,,,,,,,得点,,,
22,15,7,Lead,,,,,,サーブ,18,山上,,
22,15,7,Lead,レシーブ成功(良),10,小池,,,,,,,
22,15,7,Lead,アタック成功:,13,長内,,,,,,,
23,15,8,Lead,,得点,,,,,,,,
23,15,8,Lead,メンバー交代:,IN:19,野中,OUT:14,入澤,,,,,
23,15,8,Lead,サーブ,19,野中,,,,,,,
23,15,8,Lead,,,,,,レシーブ失敗,17,藪田,,
23,15,8,Lead,,,,,,,11,荒木,,
23,15,8,Lead,アタック成功:,13,長内,,,,,,,
24,15,9,Lead,,得点,,,,,,,,
24,15,9,Lead,サーブ,19,野中,,,,,,,
24,15,9,Lead,,,,,,レシーブ失敗,17,藪田,,
24,15,9,Lead,,,,,,アタック失敗,13,ソロカイテ,,
25,15,10,Lead,,得点,,,,,,,,
